id,name,type,production,year,sex,birth,ethnicity,frequency
AnnaKarenina2012,Anna Karenina (2012),0,3,4,99,99,99,99
AnnaLeeHeadcase,Anna Lee: Headcase,0,5,2,99,99,99,99
AnotherDayInParadise,Another Day In Paradise,0,5,4,99,99,99,99
AnotherEarth,Another Earth,0,5,4,99,99,99,99
AnotherMe,Another Me,0,5,4,99,99,99,99
AnthonyLysette,Lysette Anthony,1,99,99,1,2,2,1
AntiquesRoadshowParody,Antiques Roadshow: Parody,0,5,4,99,99,99,99
Antitrust,Antitrust,0,5,3,99,99,99,99
AnyGivenSunday,Any Given Sunday,0,5,2,99,99,99,99
Anytown,Anytown,0,5,3,99,99,99,99
APerfectMurder,A Perfect Murder,0,5,2,99,99,99,99
APerfectVacation,A Perfect Vacation,0,5,4,99,99,99,99
APriceAboveRubies,A Price Above Rubies,0,1,2,99,99,99,99
AprilFoolsDay,April Fool's Day,0,5,3,99,99,99,99
Arbitrage,Arbitrage,0,5,4,99,99,99,99
ArcadiaElectionDay,Arcadia: Election Day,0,5,1,99,99,99,99
ArchieToRiverdaleAndBackAgain,Archie: To Riverdale and Back Again,0,5,2,99,99,99,99
ArgentoAsia,Asia Argento,1,99,99,1,3,3,2
ArquetteRosanna,Rosanna Arquette,1,99,99,1,1,7,2
ArseneLupin,Arsene Lupin,0,5,3,99,99,99,99
Ascension,Ascension,0,5,4,99,99,99,99
AsGoodAsItGets,As Good as It Gets,0,5,2,99,99,99,99
AShineOfRainbows,A Shine of Rainbows,0,5,3,99,99,99,99
ASistersNightmare,A Sisters Nightmare,0,5,4,99,99,99,99
AskTheDust,Ask the Dust,0,4,3,99,99,99,99
ASmileLikeYours,A Smile Like Yours,0,4,2,99,99,99,99
ASongForJenny,A Song for Jenny,0,5,4,99,99,99,99
AsterixEtObelixMissionCleopatre,Astérix & Obélix: Mission Cléopâtre,0,5,3,99,99,99,99
Asteroid,Asteroid,0,5,2,99,99,99,99
Asthma,Asthma,0,5,4,99,99,99,99
ASwingersWeekend,A Swingers Weekend,0,5,4,99,99,99,99
AsYouLikeIt,As You Like It,0,5,3,99,99,99,99
AtFirstSight,At First Sight,0,5,2,99,99,99,99
ATimeForDancing,A Time for Dancing,0,5,3,99,99,99,99
ATimeToKill,A Time to Kill,0,5,2,99,99,99,99
Atonement,Atonement,0,3,3,99,99,99,99
AtPlayInTheFieldsOfTheLord,At Play in the Fields of the Lord,0,5,2,99,99,99,99
AttackOfThe50FootCheerleader,Attack of the 50 Foot Cheerleader,0,5,4,99,99,99,99
AttackOfThe50ftWoman,Attack of the 50ft. Woman,0,5,2,99,99,99,99
AuCoearDeLaLoi,Au Coear De La Loi,0,5,2,99,99,99,99
AuntRose,Aunt Rose,0,5,3,99,99,99,99
AustinPowersElectricPsychedelicPussycatSwingersClub,Austin Powers' Electric Psychedelic Pussycat Swingers Club,0,5,2,99,99,99,99
AustinPowersInGoldmember,Austin Powers in Goldmember,0,5,3,99,99,99,99
Avarice,Avarice,0,5,4,99,99,99,99
AvengersInfinityWar,Avengers: Infinity War,0,5,4,99,99,99,99
Awake,Awake,0,5,3,99,99,99,99
AWalkToRemember,A Walk to Remember,0,5,3,99,99,99,99
AwayAndBack,Away and Back,0,5,4,99,99,99,99
AwkwardExes,Awkward Exes,0,5,4,99,99,99,99
AXmasMemory,A Xmas Memory,0,5,4,99,99,99,99
BabarTheMovie,Babar: The Movie,0,5,1,99,99,99,99
BabyItsYou,Baby It's You,0,5,1,99,99,99,99
BabySecretOfTheLostLegend,Baby: Secret of the Lost Legend,0,5,1,99,99,99,99
BaciatoDallaFortuna,Baciato dalla fortuna,0,5,4,99,99,99,99
BackInTheDay,Back in the Day,0,5,4,99,99,99,99
BadgeOfHonor,Badge of Honor,0,5,4,99,99,99,99
BailoutTheAgeOfGreed,Bailout: The Age of Greed,0,5,4,99,99,99,99
BallDontLie,Ball Don't Lie,0,5,3,99,99,99,99
Bandidas,Bandidas,0,5,3,99,99,99,99
Bandido,Bandido,0,5,3,99,99,99,99
BandOfTheHand,Band of The Hand,0,5,1,99,99,99,99
Bank,Bank,0,5,3,99,99,99,99
Barcelona,Barcelona,0,5,2,99,99,99,99
Bare,Bare,0,5,4,99,99,99,99
BareWitness,Bare Witness,0,5,3,99,99,99,99
Barry,Barry,0,5,4,99,99,99,99
BarthJessica,Jessica Barth,1,99,99,1,3,7,1
Basic,Basic,0,5,3,99,99,99,99
Basil,Basil,0,5,2,99,99,99,99
Basquiat,Basquiat,0,1,2,99,99,99,99
BattleDrone,Battle Drone,0,5,4,99,99,99,99
BattleInSeattle,Battle in Seattle,0,5,3,99,99,99,99
BeastMaster,BeastMaster,0,5,2,99,99,99,99
BeatrixAtDinner,Beatrix at Dinner,0,5,4,99,99,99,99
BeaumarchaisLinsolent,Beaumarchais l'insolent,0,5,2,99,99,99,99
BeautifulGirls,Beautiful Girls,0,1,2,99,99,99,99
BeautifulOhio,Beautiful Ohio,0,5,3,99,99,99,99
BeautyAndTheBeast,Beauty and the Beast,0,5,4,99,99,99,99
BeckinsaleKate,Kate Beckinsale,1,99,99,1,3,2,3
BeCool,Be Cool,0,5,3,99,99,99,99
BeerForMyHorses,Beer for my Horses,0,5,3,99,99,99,99
BeforeISayGoodbye,Before I Say Goodbye,0,5,3,99,99,99,99
BeforeYouSayIDo,Before You Say I Do,0,5,3,99,99,99,99
BelaDonna,BelaDonna,0,5,2,99,99,99,99
BelAmi,Bel Ami,0,5,4,99,99,99,99
BelleEpine,Belle epine ,0,5,4,99,99,99,99
BeneathLochNess,Beneath Loch Ness,0,5,3,99,99,99,99
Beowulf,Beowulf,0,4,3,99,99,99,99
BeowulfAndGrendel,Beowulf & Grendel,0,5,3,99,99,99,99
BestOfBothWorlds,Best of Both Worlds,0,5,3,99,99,99,99
BetweenStrangers,Between Strangers,0,5,3,99,99,99,99
BeyondBorders,Beyond Borders,0,5,3,99,99,99,99
BigBadLove,Big Bad Love,0,5,3,99,99,99,99
Bigfoot,Bigfoot,0,5,3,99,99,99,99
BigStoneGap,Big Stone Gap,0,5,4,99,99,99,99
BigWolfOnCampus,Big Wolf on Campus,0,5,3,99,99,99,99
Bill,Bill,0,5,3,99,99,99,99
BillionaireBoysClub,Billionaire Boys Club,0,5,4,99,99,99,99
Bimboland,Bimboland,0,5,2,99,99,99,99
Birr ,Birr ,0,5,4,99,99,99,99
BitterSweet,Bitter Sweet,0,5,2,99,99,99,99
Blackball,Blackball,0,5,3,99,99,99,99
BlackCircleBoys,Black Circle Boys,0,5,2,99,99,99,99
BlackDahlia,Black Dahlia,0,3,3,99,99,99,99
BlackOasis,Black Oasis,0,5,3,99,99,99,99
Blackout,Blackout,0,5,3,99,99,99,99
BlackPanther,Black Panther,0,5,4,99,99,99,99
BlackRainbow,Black Rainbow,0,5,1,99,99,99,99
BladeRunner,Blade Runner,0,5,1,99,99,99,99
BladeRunner2046,Blade Runner 2046,0,5,4,99,99,99,99
Blindfold,Blindfold,0,5,4,99,99,99,99
BloodAndOrchids,Blood and Orchids,0,5,1,99,99,99,99
BloodDrive,Blood Drive,0,5,4,99,99,99,99
BloodRayne2Deliverance,BloodRayne II: Deliverance,0,5,3,99,99,99,99
BloodRayneTheThirdReich,BloodRayne: The Third Reich,0,5,4,99,99,99,99
Bloodsuckers,Bloodsuckers,0,5,3,99,99,99,99
BlueDove,Blue Dove,0,5,3,99,99,99,99
BlueIce,Blue Ice ,0,5,2,99,99,99,99
BlueInTheFace,Blue in the Face,0,1,2,99,99,99,99
BlueMonkey,BlueMonkey,0,5,1,99,99,99,99
BluntMovie,Blunt Movie ,0,5,4,99,99,99,99
BMonkey,B. Monkey,0,1,2,99,99,99,99
BoardingGate,Boarding Gate,0,5,3,99,99,99,99
BobbyJonesStrokeOfGenius,Bobby Jones: Stroke of Genius,0,5,3,99,99,99,99
BodyPolitic,Body Politic,0,5,3,99,99,99,99
BollywoodHollywood,Bollywood Hollywood,0,5,3,99,99,99,99
Bolt,Bolt,0,5,2,99,99,99,99
BoneDry,Bone Dry ,0,5,3,99,99,99,99
BoneTomahawk,Bone Tomahawk,0,5,4,99,99,99,99
BookOfWisdom,Book of Wisdom,0,5,3,99,99,99,99
Boop,Boop,0,5,4,99,99,99,99
BordelloOfBlood,Bordello of Blood,0,5,2,99,99,99,99
BornGuilty,Born Guilty,0,5,4,99,99,99,99
BornRomantic,Born Romantic,0,5,3,99,99,99,99
Boss,Boss,0,5,4,99,99,99,99
Bounce,Bounce,0,1,3,99,99,99,99
BoundByLies,Bound by Lies,0,5,3,99,99,99,99
BountyHunters,Bounty Hunters,0,5,3,99,99,99,99
BoysAndGirls,Boys and Girls,0,5,3,99,99,99,99
BrandNewOldLove,Brand New Old Love,0,5,4,99,99,99,99
BreakingUp,Breaking Up,0,5,2,99,99,99,99
BridgetJonessBaby,Bridget Jones's Baby,0,1,4,99,99,99,99
BridgetJonesTheEdgeOfReason,Bridget Jones: The Edge of Reason,0,3,3,99,99,99,99
BringingRain,Bringing Rain,0,5,3,99,99,99,99
BritishFriend,British Friend,0,5,4,99,99,99,99
BrokedownPalace,Brokedown Palace,0,5,2,99,99,99,99
Brooklyn,Brooklyn,0,5,4,99,99,99,99
Brothers,Brothers,0,5,3,99,99,99,99
BrothersAndSisters,Brothers & Sisters,0,5,4,99,99,99,99
BudAndDoyle,Bud & Doyle,0,5,2,99,99,99,99
Buffalo66,Buffalo '66,0,5,2,99,99,99,99
Bug,Bug,0,5,3,99,99,99,99
Bugs,Bugs,0,5,3,99,99,99,99
BurkeAndHare,Burke and Hare,0,5,4,99,99,99,99
Burnt,Burnt,0,5,4,99,99,99,99
BurrCynthia,Cynthia Burr,1,99,99,1,99,99,1
ByTheSea,By the Sea,0,3,4,99,99,99,99
CadencesObstinees,Cadences obstinées,0,5,4,99,99,99,99
CadillacGirls,Cadillac Girls,0,5,2,99,99,99,99
CadillacMan,Cadillac Man,0,5,2,99,99,99,99
Cahoots,Cahoots,0,5,3,99,99,99,99
CallMeMrsMiracle,Call Me Mrs. Miracle,0,5,4,99,99,99,99
CallMeTheRiseAndFallOfHeidiFleiss,Call Me: The Rise and Fall of Heidi Fleiss,0,5,3,99,99,99,99
Camera,Camera,0,5,3,99,99,99,99
Camouflage,Camouflage,0,5,2,99,99,99,99
CantHaveYou,Can't Have You,0,5,4,99,99,99,99
Caracara,Caracara,0,5,2,99,99,99,99
CarlesPrincepDeViana,"Carles, príncep de Viana",0,5,3,99,99,99,99
CarolinaMoon,Carolina Moon,0,5,3,99,99,99,99
CasaDeLosBabys,Casa de los babys,0,5,3,99,99,99,99
CathysLastResort,Cathy's Last Resort,0,5,1,99,99,99,99
CaughtInTheAct,Caught in the Act,0,5,3,99,99,99,99
Cavalli,Cavalli,0,5,4,99,99,99,99
CenterStage,Center Stage,0,5,3,99,99,99,99
Century,Century,0,5,2,99,99,99,99
CenturyHotel,Century Hotel,0,5,3,99,99,99,99
Ceremony,Ceremony,0,5,4,99,99,99,99
ChainOfFools,Chain of Fools,0,5,3,99,99,99,99
ChaletGirl,Chalet Girl,0,5,4,99,99,99,99
Champions,Champions,0,5,2,99,99,99,99
Changeling,Changeling,0,5,3,99,99,99,99
ChangingHearts,Changing Hearts,0,5,3,99,99,99,99
Chaos,Chaos,0,5,3,99,99,99,99
CharlieMantle,Charlie Mantle,0,5,4,99,99,99,99
Chasing3000,Chasing 3000,0,5,4,99,99,99,99
ChasingLiberty,Chasing Liberty,0,5,3,99,99,99,99
ChelseaWalls,Chelsea Walls,0,5,3,99,99,99,99
CherryStreet,Cherry Street,0,5,2,99,99,99,99
ChezNousCestTrois,Chez nous c'est trois!,0,5,4,99,99,99,99
ChicksWithSticks,Chicks with Sticks,0,5,3,99,99,99,99
ChildrenFirst,Children First,0,5,2,99,99,99,99
ChloeAndTheo,Chloe and Theo,0,5,4,99,99,99,99
Choke,Choke,0,5,3,99,99,99,99
Chosen,Chosen,0,5,4,99,99,99,99
ChristmasCatch,Christmas Catch,0,5,4,99,99,99,99
ChristmasCrime,Christmas Crime,0,5,4,99,99,99,99
ChristmasSong,Christmas Song,0,5,4,99,99,99,99
ChurchillsSecret,Churchills Secret,0,5,4,99,99,99,99
CiderWithRosie,Cider with Rosie,0,5,4,99,99,99,99
CirqueDuFreak,Cirque du Freak,0,3,3,99,99,99,99
CityIsland,City Island,0,5,3,99,99,99,99
ClassOf1999,Class of 1999,0,5,2,99,99,99,99
ClassOf992TheSubstitute,Class of 99 2: The Substitute,0,5,2,99,99,99,99
Click,Click,0,5,3,99,99,99,99
Cloud9,Cloud 9,0,5,3,99,99,99,99
Code46,Code46,0,5,3,99,99,99,99
ColdComfortFarm,Cold Comfort Farm,0,5,2,99,99,99,99
ColdSpring,Cold Spring,0,5,4,99,99,99,99
CollettiBianchi,Colletti bianchi,0,5,1,99,99,99,99
ComeEarlyMorning,Come Early Morning,0,5,3,99,99,99,99
ComeLesAutres,Comme les autres,0,5,3,99,99,99,99
CompagnaDiViaggio,Compagna di viaggio,0,5,2,99,99,99,99
Complicity,Complicity,0,5,4,99,99,99,99
Conan,Conan,0,5,4,99,99,99,99
CondannatoANozze,Condannato a Nozze,0,5,2,99,99,99,99
ConfessionsOfASociopathicSocialClimber,Confessions of a Sociopathic Social Climber,0,5,3,99,99,99,99
Confetti,Confetti,0,5,3,99,99,99,99
ConfidenceGame,Confidence Game,0,5,4,99,99,99,99
Confidential,Confidential,0,5,1,99,99,99,99
Contageon,Contageon,0,5,4,99,99,99,99
ConteDePrintemps,Conte de printemps,0,5,2,99,99,99,99
Contraband,Contraband,0,3,4,99,99,99,99
ConvertingToBritish,Converting to British,0,5,4,99,99,99,99
ConvincingClooney,Convincing Clooney,0,5,4,99,99,99,99
CookOff,Cook Off ,0,5,3,99,99,99,99
CopLand,Cop Land,0,1,2,99,99,99,99
CopsEnemy,Cops Enemy ,0,5,4,99,99,99,99
Cord,Cord,0,5,3,99,99,99,99
CoughlanMarisa,Marisa Coughlan,1,99,99,1,3,7,2
CountryStrong,Country Strong,0,5,4,99,99,99,99
Cousins,Cousins,0,4,1,99,99,99,99
CowboysAndAngels,Cowboys and Angels,0,5,3,99,99,99,99
CowboyUp,CowboyUp,0,5,3,99,99,99,99
Cracks,Cracks,0,5,3,99,99,99,99
CrankHighVoltage,Crank: High Voltage,0,5,3,99,99,99,99
Crash,Crash,0,5,2,99,99,99,99
CrazyPeople,Crazy People,0,4,2,99,99,99,99
CrimesAndMisdemeanors,Crimes and Misdemeanors,0,5,1,99,99,99,99
Criminology101,Criminology 101,0,5,3,99,99,99,99
CrisisPoint,Crisis Point,0,5,4,99,99,99,99
CrossingOver,Crossing Over,0,2,3,99,99,99,99
CrystalInferno,Crystal Inferno,0,5,4,99,99,99,99
CurbYourEnthusiasm,Curb Your Enthusiasm,0,5,3,99,99,99,99
Cyborg2GlassShadow,Cyborg2 Glass Shadow,0,5,2,99,99,99,99
DancingAtTheBlueIguana,Dancing at the Blue Iguana,0,5,3,99,99,99,99
DangerousHeart,Dangerous Heart,0,5,2,99,99,99,99
DangerousLiaisons,Dangerous Liaisons,0,5,1,99,99,99,99
DangerousParking,Dangerous Parking,0,5,3,99,99,99,99
DannyFricke,Danny Fricke,0,5,3,99,99,99,99
DapresUneHistoireVraie,D'après une histoire vraie,0,5,4,99,99,99,99
DarelFlorence,Florence Darel,1,99,99,1,2,3,1
DarkHoneymoon,Dark Honeymoon,0,5,3,99,99,99,99
DarkShadows,Dark Shadows,0,5,4,99,99,99,99
DarkSummer,Dark Summer,0,5,3,99,99,99,99
DarkTides,Dark Tides,0,5,2,99,99,99,99
Darling,Darling,0,5,4,99,99,99,99
DawnOfTheDead,Dawn of the Dead,0,5,3,99,99,99,99
DeadAwake,Dead Awake,0,5,4,99,99,99,99
DeadCool,Dead Cool,0,5,3,99,99,99,99
DeadAndDeader,Dead & Deader,0,5,3,99,99,99,99
DeadlyLessons,Deadly Lessons,0,5,4,99,99,99,99
DeadlyRelations,Deadly Relations,0,5,2,99,99,99,99
DeadShack,Dead Shack,0,5,4,99,99,99,99
DeathInTheDesert,Death in the Desert,0,5,4,99,99,99,99
DeathProof,Death Proof,0,5,3,99,99,99,99
DeathWish2,Death Wish 2,0,5,1,99,99,99,99
DeCaunesEmma,Emma de Caunes,1,99,99,1,3,3,1
Deceiver,Deceiver,0,5,2,99,99,99,99
Deception,Deception,0,5,3,99,99,99,99
DeepInTheValley,Deep in the Valley,0,5,3,99,99,99,99
DeGenerazione,De Generazione,0,5,2,99,99,99,99
DeLaGuerre,De la guerre ,0,5,3,99,99,99,99
DeLaHuertaPaz,Paz de la Huerta,1,99,99,1,4,7,2
DelevigneCara,Cara Delevigne,1,99,99,1,5,2,1
DeLovely,De-Lovely,0,5,3,99,99,99,99
Demoni2LincuboRitorna,Dèmoni 2... l'incubo ritorna,0,5,1,99,99,99,99
DemonLoverCom,Demonlover.com,0,5,3,99,99,99,99
Denial,Denial,0,5,2,99,99,99,99
DerGrueneHeinrich,Der grüne Heinrich,0,5,2,99,99,99,99
DermottsQuest,Dermott's Quest,0,5,3,99,99,99,99
DerRoteBaron,Der Rote Baron,0,5,3,99,99,99,99
DesIllusions,Des illusions,0,5,3,99,99,99,99
Desperado,Desperado,0,5,2,99,99,99,99
DesperatelySeekingSusan,Desperately Seeking Susan,0,5,1,99,99,99,99
DesPoupeesEtDesAnges,Des poupees et des anges,0,5,3,99,99,99,99
Destiny,Destiny,0,5,3,99,99,99,99
DevilInTheFlesh,Devil in the Flesh,0,5,2,99,99,99,99
DevilInTheFlesh2,Devil in the Flesh 2,0,5,3,99,99,99,99
DevilsAdvocate,Devils Advocate,0,5,2,99,99,99,99
DevilsHighway,Devil's Highway,0,5,3,99,99,99,99
DiagnosisMisogyny,Diagnosis: Misogyny,0,5,4,99,99,99,99
Diamant13,Diamant 13,0,5,3,99,99,99,99
DickWhittington,Dick Whittington,0,5,3,99,99,99,99
Dinocroc,Dinocroc,0,5,3,99,99,99,99
Dinosaur,Dinosaur,0,5,3,99,99,99,99
DiplomaticSiege,Diplomatic Siege,0,5,2,99,99,99,99
DirtyDancingHavanaNights,Dirty Dancing: Havana Nights,0,1,3,99,99,99,99
DisappearingBakersfield,Disappearing Bakersfield,0,5,4,99,99,99,99
DisturbingBehavior,Disturbing Behavior,0,5,2,99,99,99,99
Divergent,Divergent,0,5,4,99,99,99,99
DivineSecretsOfTheYaYaSisterhood,Divine Secrets of the Ya-Ya Sisterhood,0,5,3,99,99,99,99
DixSophie,Sophie Dix,1,99,99,1,2,2,1
DOADeadOrAlive,DOA: Dead or Alive,0,5,3,99,99,99,99
DoctorLollipop,Doctor Lollipop,0,5,4,99,99,99,99
DoctorTreatingAsides,Doctor Treating Asides,0,5,4,99,99,99,99
Doe,Doe,0,5,4,99,99,99,99
Dogma,Dogma,0,5,2,99,99,99,99
DogPark,Dog Park,0,5,2,99,99,99,99
DolphinTale,Dolphin Tale,0,5,4,99,99,99,99
DolphinTale2,Dolphin Tale 2,0,5,4,99,99,99,99
Domenica,Domenica,0,5,3,99,99,99,99
DoNoHarm,Do No Harm,0,5,4,99,99,99,99
DoNotDisturb,Do Not Disturb,0,5,4,99,99,99,99
DonPeyote,Don Peyote,0,5,4,99,99,99,99
DontComeKnocking,Don't Come Knocking,0,5,3,99,99,99,99
DopeState,Dope State,0,5,4,99,99,99,99
DornLacey,Lacey Dorn,1,99,99,1,99,7,1
DoubleJeopardy,Double Jeopardy,0,4,2,99,99,99,99
DownADarkHall,Down a Dark Hall,0,5,4,99,99,99,99
DownAndDerby,Down and Derby,0,5,3,99,99,99,99
DownInTheValley,Down in the Valley,0,5,3,99,99,99,99
DownPeriscope,Down Periscope,0,5,2,99,99,99,99
DownwardTwin,Downward Twin,0,5,4,99,99,99,99
DoYouBelieve,Do You Believe,0,5,4,99,99,99,99
Dracula3D,Dracula 3D,0,5,4,99,99,99,99
DraculaDeadAndLovingIt,Dracula: Dead and Loving It,0,5,2,99,99,99,99
DraftDay,Draft Day,0,5,4,99,99,99,99
DragonsRage,Dragon's Rage,0,5,4,99,99,99,99
DragonTheBruceLeeStory,Dragon: The Bruce Lee Story,0,3,2,99,99,99,99
DrBenny,Dr. Benny,0,5,3,99,99,99,99
DREAMTeam,DREAM Team,0,5,2,99,99,99,99
Dredd,Dredd,0,5,4,99,99,99,99
DrJekyllAndMsHyde,Dr Jekyll and Ms Hyde,0,5,2,99,99,99,99
Drunk,Drunk,0,5,4,99,99,99,99
DryCycle,Dry Cycle,0,5,3,99,99,99,99
Duets,Duets,0,5,3,99,99,99,99
DulanyCaitlin,Caitlin Dulany,1,99,99,1,2,7,1
DumbAndDumber,Dumb and Dumber,0,5,2,99,99,99,99
Dune,Dune,0,5,1,99,99,99,99
DunningDawn,Dawn Dunning,1,99,99,1,99,99,1
DylanThomas ,Dylan Thomas,0,5,2,99,99,99,99
EastRiver,East River,0,5,3,99,99,99,99
ElCallejonDeLosMialgros,El Callejon de los Mialgros,0,5,2,99,99,99,99
ElCoronelNoTieneQuienLeEscriba,El coronel no tiene quien le escriba,0,5,2,99,99,99,99
Eldorado,Eldorado,0,5,4,99,99,99,99
Elektra,Elektra,0,5,3,99,99,99,99
ElisaTopModel,Elisa Top Model,0,5,2,99,99,99,99
ElizaGraves,Eliza Graves,0,5,4,99,99,99,99
Elvis ,Elvis,0,5,3,99,99,99,99
Embedded,Embedded,0,5,4,99,99,99,99
Emma,Emma,0,1,2,99,99,99,99
EncinoMan,Encino Man,0,5,2,99,99,99,99
EnterTheVoid,Enter the Void,0,5,3,99,99,99,99
Entropy,Entropy,0,5,2,99,99,99,99
EqualPay,Equal Pay?,0,5,4,99,99,99,99
